"Especie","Cobertura","Codigo","Idoneidad","Familia","f_edit","f_new","f_delete"
"Delomys dorsalis","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Delomys dorsalis","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Delomys dorsalis","Permanent water bodies ",80,NA,"Cricetidae",FALSE,FALSE,FALSE
"Delomys dorsalis","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Delomys dorsalis","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Delomys dorsalis","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Deltamys kempi","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Deltamys kempi","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Deltamys kempi","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Deltamys kempi","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Deltamys kempi","Permanent water bodies ",80,NA,"Cricetidae",FALSE,FALSE,FALSE
"Deltamys kempi","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Deltamys kempi","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Deltamys kempi","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Deltamys kempi","Open sea",200,NA,"Cricetidae",FALSE,FALSE,FALSE
"Eligmodontia bolsonensis","No input data available ",0,NA,"Cricetidae",FALSE,FALSE,FALSE
"Eligmodontia bolsonensis","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Eligmodontia bolsonensis","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Eligmodontia bolsonensis","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Eligmodontia bolsonensis","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Eligmodontia bolsonensis","Bare / sparse vegetation",60,NA,"Cricetidae",FALSE,FALSE,FALSE
"Eligmodontia bolsonensis","Permanent water bodies ",80,NA,"Cricetidae",FALSE,FALSE,FALSE
"Eligmodontia bolsonensis","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Eligmodontia bolsonensis","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Eligmodontia bolsonensis","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Euryoryzomys russatus","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Euryoryzomys russatus","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Euryoryzomys russatus","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Euryoryzomys russatus","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Euryoryzomys russatus","Permanent water bodies ",80,NA,"Cricetidae",FALSE,FALSE,FALSE
"Euryoryzomys russatus","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Euryoryzomys russatus","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Euryoryzomys russatus","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Holochilus lagigliai","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Holochilus lagigliai","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Holochilus lagigliai","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Holochilus lagigliai","Bare / sparse vegetation",60,NA,"Cricetidae",FALSE,FALSE,FALSE
"Holochilus lagigliai","Permanent water bodies ",80,NA,"Cricetidae",FALSE,FALSE,FALSE
"Holochilus lagigliai","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Juliomys pictipes","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Juliomys pictipes","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Juliomys pictipes","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Juliomys pictipes","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Juliomys pictipes","Permanent water bodies ",80,NA,"Cricetidae",FALSE,FALSE,FALSE
"Juliomys pictipes","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Juliomys pictipes","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Juliomys pictipes","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Necromys obscurus","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Necromys obscurus","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Necromys obscurus","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Necromys obscurus","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Necromys obscurus","Bare / sparse vegetation",60,NA,"Cricetidae",FALSE,FALSE,FALSE
"Necromys obscurus","Permanent water bodies ",80,NA,"Cricetidae",FALSE,FALSE,FALSE
"Necromys obscurus","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Necromys obscurus","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Necromys obscurus","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Necromys obscurus","Open sea",200,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oecomys franciscorum","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oecomys franciscorum","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oecomys franciscorum","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oecomys franciscorum","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oecomys franciscorum","Permanent water bodies ",80,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oecomys franciscorum","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oecomys franciscorum","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oecomys franciscorum","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oxymycterus wayku","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oxymycterus wayku","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oxymycterus wayku","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oxymycterus wayku","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oxymycterus wayku","Bare / sparse vegetation",60,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oxymycterus wayku","Permanent water bodies ",80,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oxymycterus wayku","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oxymycterus wayku","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oxymycterus wayku","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Oxymycterus wayku",NA,NA,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis bonariensis","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis bonariensis","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis bonariensis","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis bonariensis","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis bonariensis","Bare / sparse vegetation",60,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis bonariensis","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis bonariensis","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis bonariensis","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis nogalaris","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis nogalaris","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis nogalaris","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis nogalaris","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Phyllotis nogalaris","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Salinomys delicatus","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Salinomys delicatus","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Salinomys delicatus","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Salinomys delicatus","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Salinomys delicatus","Bare / sparse vegetation",60,NA,"Cricetidae",FALSE,FALSE,FALSE
"Salinomys delicatus","Permanent water bodies ",80,NA,"Cricetidae",FALSE,FALSE,FALSE
"Salinomys delicatus","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Salinomys delicatus","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Salinomys delicatus","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Tapecomys primus","Shrubs",20,NA,"Cricetidae",FALSE,FALSE,FALSE
"Tapecomys primus","Herbaceous vegetation",30,NA,"Cricetidae",FALSE,FALSE,FALSE
"Tapecomys primus","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cricetidae",FALSE,FALSE,FALSE
"Tapecomys primus","Urban / built up ",50,NA,"Cricetidae",FALSE,FALSE,FALSE
"Tapecomys primus","Bare / sparse vegetation",60,NA,"Cricetidae",FALSE,FALSE,FALSE
"Tapecomys primus","Herbaceous wetland",90,NA,"Cricetidae",FALSE,FALSE,FALSE
"Tapecomys primus","Closed forest",111,NA,"Cricetidae",FALSE,FALSE,FALSE
"Tapecomys primus","Open forest",126,NA,"Cricetidae",FALSE,FALSE,FALSE
"Ctenomys argentinus","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys argentinus","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys argentinus","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys argentinus","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys argentinus","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys argentinus","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys argentinus","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys argentinus","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys argentinus","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys australis","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys australis","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys australis","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys australis","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys australis","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys australis","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys australis","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys australis","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys australis","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys australis","Open sea",200,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bergi","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bergi","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bergi","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bergi","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bergi","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bergi","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bergi","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bergi","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bonettoi","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bonettoi","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bonettoi","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bonettoi","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bonettoi","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bonettoi","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys bonettoi","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys chasiquensis","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys chasiquensis","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys chasiquensis","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys chasiquensis","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys chasiquensis","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys chasiquensis","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys chasiquensis","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys dorbignyi","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys dorbignyi","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys dorbignyi","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys dorbignyi","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys dorbignyi","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys dorbignyi","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys dorbignyi","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys dorbignyi","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys emilianus","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys emilianus","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys emilianus","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys emilianus","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys emilianus","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys emilianus","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys latro","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys latro","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys latro","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys latro","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys latro","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys latro","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys latro","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys latro","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys magellanicus","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys magellanicus","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys magellanicus","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys magellanicus","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys magellanicus","Snow and Ice",70,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys magellanicus","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys magellanicus","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys magellanicus","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys magellanicus","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys magellanicus","Open sea",200,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys occultus","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys occultus","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys occultus","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys occultus","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys occultus","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys occultus","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys occultus","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys osvaldoreigi","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys osvaldoreigi","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys osvaldoreigi","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys osvaldoreigi","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys osvaldoreigi","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys osvaldoreigi","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys osvaldoreigi","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pearsoni","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pearsoni","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pearsoni","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pearsoni","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pearsoni","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pearsoni","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pearsoni","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pearsoni","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pearsoni","Open sea",200,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys perrensi","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys perrensi","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys perrensi","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys perrensi","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys perrensi","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys perrensi","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys perrensi","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys perrensi","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys porteousi","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys porteousi","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys porteousi","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys porteousi","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys porteousi","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys porteousi","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys porteousi","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys porteousi","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys porteousi","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pundti","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pundti","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pundti","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pundti","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys pundti","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
