"Especie","Cobertura","Codigo","Idoneidad","Familia","f_edit","f_new","f_delete"
"Ctenomys rionegrensis","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys rionegrensis","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys rionegrensis","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys rionegrensis","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys rionegrensis","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys rionegrensis","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys rionegrensis","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys rionegrensis","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys rionegrensis","Open sea",200,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys roigi","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys roigi","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys roigi","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys roigi","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys roigi","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys roigi","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys roigi","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys sociabilis","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys sociabilis","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys sociabilis","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys sociabilis","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys sociabilis","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys sociabilis","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys sociabilis","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys sociabilis","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys talarum","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys talarum","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys talarum","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys talarum","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys talarum","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys talarum","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys talarum","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys talarum","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys talarum","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys talarum","Open sea",200,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tuconax","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tuconax","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tuconax","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tuconax","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tuconax","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tuconax","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tuconax","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tuconax","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tucumanus","Shrubs",20,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tucumanus","Herbaceous vegetation",30,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tucumanus","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tucumanus","Urban / built up ",50,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tucumanus","Bare / sparse vegetation",60,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tucumanus","Permanent water bodies ",80,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tucumanus","Herbaceous wetland",90,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tucumanus","Closed forest",111,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Ctenomys tucumanus","Open forest",126,NA,"Ctenomyidae",FALSE,FALSE,FALSE
"Cuniculus paca","Shrubs",20,NA,"Cuniculidae",FALSE,FALSE,FALSE
"Cuniculus paca","Herbaceous vegetation",30,NA,"Cuniculidae",FALSE,FALSE,FALSE
"Cuniculus paca","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Cuniculidae",FALSE,FALSE,FALSE
"Cuniculus paca","Urban / built up ",50,NA,"Cuniculidae",FALSE,FALSE,FALSE
"Cuniculus paca","Permanent water bodies ",80,NA,"Cuniculidae",FALSE,FALSE,FALSE
"Cuniculus paca","Herbaceous wetland",90,NA,"Cuniculidae",FALSE,FALSE,FALSE
"Cuniculus paca","Closed forest",111,NA,"Cuniculidae",FALSE,FALSE,FALSE
"Cuniculus paca","Open forest",126,NA,"Cuniculidae",FALSE,FALSE,FALSE
"Cuniculus paca",NA,NA,NA,"Cuniculidae",FALSE,FALSE,FALSE
"Dasyprocta azarae","Shrubs",20,NA,"Dasyproctidae",FALSE,FALSE,FALSE
"Dasyprocta azarae","Herbaceous vegetation",30,NA,"Dasyproctidae",FALSE,FALSE,FALSE
"Dasyprocta azarae","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Dasyproctidae",FALSE,FALSE,FALSE
"Dasyprocta azarae","Urban / built up ",50,NA,"Dasyproctidae",FALSE,FALSE,FALSE
"Dasyprocta azarae","Permanent water bodies ",80,NA,"Dasyproctidae",FALSE,FALSE,FALSE
"Dasyprocta azarae","Herbaceous wetland",90,NA,"Dasyproctidae",FALSE,FALSE,FALSE
"Dasyprocta azarae","Closed forest",111,NA,"Dasyproctidae",FALSE,FALSE,FALSE
"Dasyprocta azarae","Open forest",126,NA,"Dasyproctidae",FALSE,FALSE,FALSE
"Dasyprocta azarae",NA,NA,NA,"Dasyproctidae",FALSE,FALSE,FALSE
"Euryzygomatomys spinosus","Shrubs",20,NA,"Echimyidae",FALSE,FALSE,FALSE
"Euryzygomatomys spinosus","Herbaceous vegetation",30,NA,"Echimyidae",FALSE,FALSE,FALSE
"Euryzygomatomys spinosus","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Echimyidae",FALSE,FALSE,FALSE
"Euryzygomatomys spinosus","Urban / built up ",50,NA,"Echimyidae",FALSE,FALSE,FALSE
"Euryzygomatomys spinosus","Permanent water bodies ",80,NA,"Echimyidae",FALSE,FALSE,FALSE
"Euryzygomatomys spinosus","Herbaceous wetland",90,NA,"Echimyidae",FALSE,FALSE,FALSE
"Euryzygomatomys spinosus","Closed forest",111,NA,"Echimyidae",FALSE,FALSE,FALSE
"Euryzygomatomys spinosus","Open forest",126,NA,"Echimyidae",FALSE,FALSE,FALSE
"Kannabateomys amblyonyx","Shrubs",20,NA,"Echimyidae",FALSE,FALSE,FALSE
"Kannabateomys amblyonyx","Herbaceous vegetation",30,NA,"Echimyidae",FALSE,FALSE,FALSE
"Kannabateomys amblyonyx","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Echimyidae",FALSE,FALSE,FALSE
"Kannabateomys amblyonyx","Urban / built up ",50,NA,"Echimyidae",FALSE,FALSE,FALSE
"Kannabateomys amblyonyx","Permanent water bodies ",80,NA,"Echimyidae",FALSE,FALSE,FALSE
"Kannabateomys amblyonyx","Herbaceous wetland",90,NA,"Echimyidae",FALSE,FALSE,FALSE
"Kannabateomys amblyonyx","Closed forest",111,NA,"Echimyidae",FALSE,FALSE,FALSE
"Kannabateomys amblyonyx","Open forest",126,NA,"Echimyidae",FALSE,FALSE,FALSE
"Coendou bicolor","Shrubs",20,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou bicolor","Herbaceous vegetation",30,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou bicolor","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou bicolor","Bare / sparse vegetation",60,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou bicolor","Permanent water bodies ",80,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou bicolor","Herbaceous wetland",90,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou bicolor","Closed forest",111,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou bicolor","Open forest",126,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou prehensilis","Shrubs",20,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou prehensilis","Herbaceous vegetation",30,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou prehensilis","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou prehensilis","Urban / built up ",50,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou prehensilis","Bare / sparse vegetation",60,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou prehensilis","Permanent water bodies ",80,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou prehensilis","Herbaceous wetland",90,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou prehensilis","Closed forest",111,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Coendou prehensilis","Open forest",126,NA,"Erethizontidae",FALSE,FALSE,FALSE
"Notosciurus pucheranii","Shrubs",20,NA,"Sciuridae",FALSE,FALSE,FALSE
"Notosciurus pucheranii","Herbaceous vegetation",30,NA,"Sciuridae",FALSE,FALSE,FALSE
"Notosciurus pucheranii","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Sciuridae",FALSE,FALSE,FALSE
"Notosciurus pucheranii","Urban / built up ",50,NA,"Sciuridae",FALSE,FALSE,FALSE
"Notosciurus pucheranii","Bare / sparse vegetation",60,NA,"Sciuridae",FALSE,FALSE,FALSE
"Notosciurus pucheranii","Permanent water bodies ",80,NA,"Sciuridae",FALSE,FALSE,FALSE
"Notosciurus pucheranii","Herbaceous wetland",90,NA,"Sciuridae",FALSE,FALSE,FALSE
"Notosciurus pucheranii","Closed forest",111,NA,"Sciuridae",FALSE,FALSE,FALSE
"Notosciurus pucheranii","Open forest",126,NA,"Sciuridae",FALSE,FALSE,FALSE
"Rhyncholestes raphanurus","Shrubs",20,NA,"Caenolestidae",FALSE,FALSE,FALSE
"Rhyncholestes raphanurus","Herbaceous vegetation",30,NA,"Caenolestidae",FALSE,FALSE,FALSE
"Rhyncholestes raphanurus","Cultivated and managed vegetation/agriculture (cropland)",40,"No apto","Caenolestidae",TRUE,FALSE,FALSE
"Rhyncholestes raphanurus","Bare / sparse vegetation",60,NA,"Caenolestidae",FALSE,FALSE,FALSE
"Rhyncholestes raphanurus","Snow and Ice",70,NA,"Caenolestidae",FALSE,FALSE,FALSE
"Rhyncholestes raphanurus","Permanent water bodies ",80,"No apto","Caenolestidae",TRUE,FALSE,FALSE
"Rhyncholestes raphanurus","Herbaceous wetland",90,NA,"Caenolestidae",FALSE,FALSE,FALSE
"Rhyncholestes raphanurus","Closed forest",111,NA,"Caenolestidae",FALSE,FALSE,FALSE
"Rhyncholestes raphanurus","Open forest",126,NA,"Caenolestidae",FALSE,FALSE,FALSE
"Parachoerus wagneri","Shrubs",20,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Parachoerus wagneri","Herbaceous vegetation",30,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Parachoerus wagneri","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Parachoerus wagneri","Urban / built up ",50,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Parachoerus wagneri","Bare / sparse vegetation",60,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Parachoerus wagneri","Permanent water bodies ",80,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Parachoerus wagneri","Herbaceous wetland",90,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Parachoerus wagneri","Closed forest",111,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Parachoerus wagneri","Open forest",126,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Pecari tajacu","Shrubs",20,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Pecari tajacu","Herbaceous vegetation",30,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Pecari tajacu","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Pecari tajacu","Urban / built up ",50,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Pecari tajacu","Bare / sparse vegetation",60,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Pecari tajacu","Permanent water bodies ",80,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Pecari tajacu","Herbaceous wetland",90,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Pecari tajacu","Closed forest",111,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Pecari tajacu","Open forest",126,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Pecari tajacu",NA,NA,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Tayassu pecari","Shrubs",20,"No apto","Tayassuidae",TRUE,FALSE,FALSE
"Tayassu pecari","Herbaceous vegetation",30,"No apto","Tayassuidae",TRUE,FALSE,FALSE
"Tayassu pecari","Cultivated and managed vegetation/agriculture (cropland)",40,"Marginal","Tayassuidae",TRUE,FALSE,FALSE
"Tayassu pecari","Urban / built up ",50,"No apto","Tayassuidae",TRUE,FALSE,FALSE
"Tayassu pecari","Bare / sparse vegetation",60,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Tayassu pecari","Permanent water bodies ",80,"No apto","Tayassuidae",TRUE,FALSE,FALSE
"Tayassu pecari","Herbaceous wetland",90,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Tayassu pecari","Closed forest",111,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Tayassu pecari","Open forest",126,"No apto","Tayassuidae",TRUE,FALSE,FALSE
"Tayassu pecari",NA,NA,NA,"Tayassuidae",FALSE,FALSE,FALSE
"Aconaemys porteri","Shrubs",20,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys porteri","Herbaceous vegetation",30,"Apto","Octodontidae",TRUE,FALSE,FALSE
"Aconaemys porteri","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys porteri","Urban / built up ",50,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys porteri","Bare / sparse vegetation",60,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys porteri","Snow and Ice",70,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys porteri","Permanent water bodies ",80,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys porteri","Herbaceous wetland",90,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys porteri","Closed forest",111,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys porteri","Open forest",126,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys sagei","Shrubs",20,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys sagei","Herbaceous vegetation",30,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys sagei","Permanent water bodies ",80,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys sagei","Herbaceous wetland",90,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys sagei","Closed forest",111,NA,"Octodontidae",FALSE,FALSE,FALSE
"Aconaemys sagei","Open forest",126,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octodon bridgesi","Shrubs",20,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octodon bridgesi","Herbaceous vegetation",30,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octodon bridgesi","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octodon bridgesi","Urban / built up ",50,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octodon bridgesi","Bare / sparse vegetation",60,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octodon bridgesi","Snow and Ice",70,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octodon bridgesi","Permanent water bodies ",80,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octodon bridgesi","Herbaceous wetland",90,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octodon bridgesi","Closed forest",111,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octodon bridgesi","Open forest",126,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octomys mimax","Shrubs",20,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octomys mimax","Herbaceous vegetation",30,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octomys mimax","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octomys mimax","Urban / built up ",50,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octomys mimax","Bare / sparse vegetation",60,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octomys mimax","Permanent water bodies ",80,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octomys mimax","Closed forest",111,NA,"Octodontidae",FALSE,FALSE,FALSE
"Octomys mimax","Open forest",126,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys aureus","Shrubs",20,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys aureus","Bare / sparse vegetation",60,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys barrerae","Shrubs",20,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys barrerae","Herbaceous vegetation",30,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys barrerae","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys barrerae","Urban / built up ",50,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys barrerae","Bare / sparse vegetation",60,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys barrerae","Permanent water bodies ",80,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys barrerae","Herbaceous wetland",90,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys barrerae","Closed forest",111,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys barrerae","Open forest",126,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys kirchnerorum","Shrubs",20,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys kirchnerorum","Herbaceous vegetation",30,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys kirchnerorum","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys kirchnerorum","Urban / built up ",50,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys kirchnerorum","Bare / sparse vegetation",60,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys kirchnerorum","Permanent water bodies ",80,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys kirchnerorum","Herbaceous wetland",90,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys loschalchalerosorum","Shrubs",20,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys loschalchalerosorum","Herbaceous vegetation",30,NA,"Octodontidae",FALSE,FALSE,FALSE
"Tympanoctomys loschalchalerosorum","Bare / sparse vegetation",60,NA,"Octodontidae",FALSE,FALSE,FALSE
"Abrocoma budini","Shrubs",20,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma budini","Herbaceous vegetation",30,"Marginal","Abrocomidae",TRUE,FALSE,FALSE
"Abrocoma budini","Closed forest",111,"No apto","Abrocomidae",TRUE,FALSE,FALSE
"Abrocoma famatina","Shrubs",20,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma famatina","Herbaceous vegetation",30,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma famatina","Bare / sparse vegetation",60,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma famatina","Snow and Ice",70,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma famatina",NA,NA,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma schistacea","Shrubs",20,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma schistacea","Herbaceous vegetation",30,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma schistacea","Bare / sparse vegetation",60,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma uspallata","Shrubs",20,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma uspallata","Herbaceous vegetation",30,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma uspallata","Cultivated and managed vegetation/agriculture (cropland)",40,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma uspallata","Urban / built up ",50,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma uspallata","Bare / sparse vegetation",60,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma vaccarum","Herbaceous vegetation",30,NA,"Abrocomidae",FALSE,FALSE,FALSE
"Abrocoma vaccarum","Bare / sparse vegetation",60,NA,"Abrocomidae",FALSE,FALSE,FALSE
